switch_e,switch_c,host,connection,interval,link,hop,time,avgSentMsg,avgSentByte,secMaxSendMsg,secMaxSendByte,avgRecvMsg,avgRecvByte,secMaxRecvMsg,secMaxRecvByte
8,14,32,5,2,96,6.68,43.8,110.23,24.55,386,84.43,154.04,51.74,583,198.05
8,14,32,10,2,96,6.68,42.1,123.44,26.33,382,78.74,159.79,49.83,642,195.41
8,14,32,20,2,96,6.68,62.8,123.22,26.62,442,104.98,168.49,50.56,578,207.24
8,14,32,30,2,96,6.68,101,126.73,28.31,420,88.31,191.04,59.38,607,266.17
8,14,64,5,2,128,6,38.3,105.74,22.55,562,121.29,134.49,43.64,665,193.1
8,14,64,10,2,128,6,44.6,128.79,27.93,725,166.79,160.58,48.07,939,200.8
8,14,64,20,2,128,6.59,65.7,144.41,31.23,676,157.93,167.95,52.95,899,208.83
8,14,64,30,2,128,6.59,112.7,126.17,29.68,573,120.68,168.69,53.62,778,220.57
8,14,128,5,2,192,6.54,39.5,146.66,32.83,660,131.48,145.92,46.92,904,204.34
8,14,128,10,2,192,6,49.6,125.54,27.35,677,152.87,149.31,46.43,979,199.37
8,14,128,20,2,192,6.54,69.5,161.48,37.29,563,139.4,172.66,53.78,787,213.72
8,14,128,30,2,192,6,132,148.3,33.64,570,123.72,161.09,51.73,837,226.38
8,12,16,2,2,48,4.46,20.9,66.75,13.41,188,35.45,127.08,35.79,630,149.74
8,12,16,2,5,48,4.46,26.8,64.37,13.29,192,37.4,112.65,32.99,710,175.12
8,12,16,5,2,48,4.46,26.9,69.22,14.01,174,33.26,121.67,33.8,712,173.1
8,12,16,5,5,48,4.46,41.6,62.74,12.92,166,31.17,97.64,32.61,694,177.2
8,12,16,10,2,48,4.46,37.4,69.01,14,175,34.71,110.75,32.24,698,164.18
8,12,16,10,5,48,4.46,68.4,63.35,13.08,149,28.66,86.49,29.52,675,166.94
18,27,54,2,2,162,4.62,27.5,143.82,30.85,383,80.33,207.53,64.26,451,116.71
18,27,54,2,5,162,4.62,31.6,156.33,34.1,359,74.57,229.08,75.32,623,137.06
18,27,54,5,2,162,4.62,33.4,161.83,34.46,416,88.88,217.84,66.96,494,128.82
18,27,54,5,5,162,4.62,46.9,164.97,36.12,478,104.12,224.46,70.96,560,155.6
18,27,54,10,2,162,4.62,42.4,173.8,37.56,307,62.48,254.29,75.35,549,130.4
18,27,54,10,5,162,4.62,72.1,172.05,38.16,383,78.89,229.04,73.81,688,212.3
32,48,128,5,2,384,4.46,92.4,419.31,114.43,4039,975.73,2178.26,308.15,27715,3527.45
32,48,128,10,2,384,4.46,133.6,300.21,78.79,3822,934.98,1571.67,219.63,24006,3190.8
2,20,14,23,5,35,22,133.5,161.75,32.11,697,146.83,213.83,98.93,812,223.71
1,0,5,16,5,5,1,93.6,5.61,1.08,21,3.9,4.94,3.62,20,6.21
6,8,12,4,2,60,2.818181818,22.9,84.37,17.76,280,59.7,109.96,31.25,363,110.93
4,8,8,16,2,40,4.428571429,48.5,63.3,15.06,233,41.75,103.88,33.26,324,103.9
1,0,10,6,3,10,1,31.7,8.36,1.9,29,7.47,6.21,1.79,27,7.35
4,8,32,64,5,64,4.096774194,339.2,58.47,14.9,289,59.05,72.83,26.62,438,163.86
4,8,8,16,5,40,4.428571429,96.3,54.85,14.45,168,48.1,96.12,35.01,293,118.44
4,3,28,41,7,34,3.59,303.3,35.78,7.45,128,28.61,35.59,23.87,145,38.98
6,8,48,64,5,96,2.70212766,340.2,89.25,21.38,362,91.96,139.27,43.05,947,270.17
2,1,20,60,4,22,2.05,255.2,17.71,4.26,70,14.97,18.03,12.93,74,18.87
6,8,24,32,2,72,2.739130435,81.5,83.95,19.22,348,72.34,145.73,40.21,527,187.21
2,1,10,20,5,12,3,114.4,10.31,2.6,64,14.38,11.12,3.72,59,18.76
6,8,24,8,5,72,2.739130435,55.6,80.25,17.67,330,66.86,104.95,30.58,431,92.94
6,8,48,64,2,96,2.70212766,147.6,97.25,23.78,448,95.7,154.02,43.12,547,166.35
2,1,20,8,9,22,2.05,86.9,9.61,1.1,64,9.89,14.27,12.93,67,21.35
6,8,24,8,2,72,2.739130435,32.3,87.49,19.26,426,92.84,108.61,30.85,519,106.41
8,7,24,3,9,38,5.43,46,47.91,8.84,126,21.41,65.61,44.69,137,61.09
4,8,8,4,5,40,4.428571429,36,60.75,15.56,239,47.56,107.42,36.32,359,97.62
2,13,18,38,7,32,15,280.9,57.75,11.19,179,35.81,84.63,54.23,193,87.57
2,19,18,11,5,38,21,73.9,82.71,15.26,200,42.74,124.1,75.16,331,111.77
1,0,5,22,7,5,1,167.6,5.32,1.03,21,3.45,4.49,3.42,21,5.79
8,16,16,4,5,144,4.733333333,118.1,82.93,22.7,491,131.16,172.85,65.92,1653,792.05
1,0,9,1,8,9,1,21.9,7.63,1.56,22,4.73,7.4,4.17,27,7.27
2,3,20,85,9,24,5,783.3,13.57,2.5,129,24.6,18.02,6.54,162,45.71
4,8,32,16,2,64,4.096774194,50.1,74.95,18.14,226,50.54,113.21,36.52,335,132.81
8,7,72,50,3,86,5.31,171.5,70.36,17.31,236,56.93,86.3,57.65,338,88.4
