switch_e,switch_c,host,connection,interval,link,hop,time,avgSentMsg,avgSentByte,secMaxSendMsg,secMaxSendByte,avgRecvMsg,avgRecvByte,secMaxRecvMsg,secMaxRecvByte
8,14,32,5,2,96,6.68,32.3,90.96,12.6,348,51.35,97.21,31.56,396,189.02
8,14,32,10,2,96,6.68,60.4,80.65,11.34,304,53.2,92.75,33.67,420,194.66
8,14,32,20,2,96,6.68,62.3,82.81,11.8,383,70.61,92.83,33.32,457,194.97
8,14,32,30,2,96,6.68,87.3,83.78,11.73,318,48.63,90.61,37.84,356,188.27
8,14,64,5,2,128,6.59,33.1,89.24,12.93,333,55.51,99.7,39.97,420,202.82
8,14,64,10,2,128,6.59,43.9,86.97,12.75,310,52.17,96.72,35.37,399,189.6
8,14,64,20,2,128,6.59,63.9,88.54,12.68,347,54.48,94.48,37.96,428,193.08
8,14,64,30,2,128,6.59,86.7,86.91,12.77,458,86.68,94.19,40.46,522,197.35
8,14,128,5,2,192,6.54,61.6,92.65,15.25,373,66.68,91.3,42.62,463,238.72
8,14,128,10,2,192,6.54,48.2,92.8,15.03,425,76.27,101.41,44.62,560,266.92
8,14,128,20,2,192,6.54,73.8,85.05,13.82,408,71.87,87.26,39.74,481,233.67
8,14,128,30,2,192,6.54,93.7,91.24,14.42,528,125.98,87.65,41.45,496,234.37
8,12,16,2,2,48,4.46,19.4,73.09,8.97,233,29.32,102.16,33.58,296,133.43
8,12,16,2,5,48,4.46,26.2,70.61,8.4,205,26.13,96.68,34.28,406,138.8
8,12,16,5,2,48,4.46,25.4,61.3,8.31,199,28.01,76.97,25.39,344,134.28
8,12,16,5,5,48,4.46,40.4,66.44,7.87,212,26.8,86.56,26.74,388,119.46
8,12,16,10,2,48,4.46,35.6,68.88,8.15,220,27.44,97.16,31.81,345,120.32
8,12,16,10,5,48,4.46,65.9,66.42,7.78,214,26.93,83.87,27.95,438,144.36
18,27,54,2,2,162,4.62,23.6,156.44,21.02,449,70.92,205.13,82.49,550,185.72
18,27,54,2,5,162,4.62,29.9,145.25,19.37,427,80.12,165.05,54.85,484,168.64
18,27,54,5,2,162,4.62,29.6,154.02,20.3,387,66.3,179.05,63.15,497,155.32
18,27,54,5,5,162,4.62,44.7,144.72,19.11,324,57.5,166.89,62.13,372,145.27
18,27,54,10,2,162,4.62,39.7,147.05,19.35,415,79.92,177.63,64.77,407,172.78
18,27,54,10,5,162,4.62,70.3,146.46,19.06,375,64,165.6,66.47,419,147.98
32,48,128,2,2,384,4.46,33.2,249.88,36.08,778,135.23,274.7,108.81,847,253.24
32,48,128,2,5,384,4.46,47.7,229.41,32.04,941,181.45,233.46,105.86,849,316.47
32,48,128,5,2,384,4.46,39.9,254.91,37.24,819,154.86,284.31,114.77,816,257.74
32,48,128,5,5,384,4.46,62.8,235.48,32.6,953,184.71,248.07,100.76,835,277.86
32,48,128,10,2,384,4.46,50.7,253.69,35.88,809,159.29,280.83,117.96,843,302.42
2,29,16,59,1,46,31,78.5,87.64,9.45,238,35.78,128.75,30.1,257,58.05
16,15,160,84,5,190,7.16,451.9,87.65,12.81,267,91.35,98.26,46.07,240,135.45
16,15,144,14,2,174,7.17,55.9,89.98,13.55,256,60.15,105.28,42.29,220,108.36
2,37,20,71,4,58,39,305.4,104.23,11.26,269,34.48,122.12,28.95,332,74.77
12,16,48,8,5,240,2.872340426,55.8,108.41,20.97,481,91.83,142.56,54.76,712,314.61
4,8,32,64,5,64,4.096774194,336.9,33.13,4.81,123,19.87,34.17,16.61,263,76.59
2,32,4,1,4,37,34,21.9,93.2,10.1,234,30.15,101.42,20.35,233,54.72
2,3,20,80,0,24,5,16.1,17.95,2.75,59,8.54,207.27,44.58,1979,424.15
1,0,1,1,0,1,1,13.2,3.26,0.32,16,1.7,3.48,1.16,16,8.68
2,42,12,36,0,55,44,21.8,106.93,11.87,199,26.38,174.63,35.39,1048,222.56
12,16,96,64,2,288,2.852631579,144.4,85.64,20.05,468,103.28,143.26,70.62,858,360.71
8,7,56,23,5,70,5.33,134.8,43.75,5.83,161,23.05,52.77,20.21,184,88.28
2,20,16,44,5,37,22,239.5,60.08,6.55,201,23.71,71.54,17.83,212,58.55
4,8,8,16,2,40,4.428571429,47.3,33.51,4.42,110,16.06,48.86,16.16,240,72.22
12,16,48,32,2,240,2.872340426,79.8,91.47,19.4,533,95.43,135.71,49.53,726,320.5
16,15,160,25,2,190,7.16,80.2,90.45,13.77,273,66.25,108.49,42.06,259,125.37
8,16,64,64,5,192,4.555555556,399.7,49.04,9.7,314,61.57,63.81,29.66,664,272.1
2,48,20,47,5,69,50,256.8,135.19,14.45,249,34.39,150.68,34.72,257,69.68
2,36,20,12,0,57,38,19.1,101.88,11.41,219,28.19,131.05,28.37,521,118.41
2,1,16,32,4,18,2.07,142.6,9.26,1.31,41,6.56,17.1,6.74,89,33.14
8,16,64,64,2,192,4.555555556,198.4,60.74,10.73,512,99.19,76.58,35.56,717,273.66
8,16,16,16,2,144,4.733333333,122.2,60.72,9.55,280,50.18,77.17,30.39,589,239.02
6,8,12,16,2,60,2.818181818,46.5,41.4,6.77,138,25.8,53.2,18.49,180,67.92
6,8,48,64,2,96,2.70212766,144.2,41.09,7.49,177,32.81,55.18,26.28,252,104.78
12,16,24,16,5,216,2.913043478,95.1,95.96,19,414,87.13,146.94,55.91,654,311.95
2,1,2,1,2,4,3,15.6,10.45,1.13,37,3.43,14.49,3.89,64,25.06
6,8,24,32,2,72,2.739130435,78.4,40.08,6.73,151,28.14,62.18,24.07,220,101.19
4,8,8,4,2,40,4.428571429,23.1,36.23,4.81,106,15.81,51.65,18.2,233,69.54
8,16,16,16,5,144,4.733333333,134.7,60.91,9.56,299,52.31,81.62,32.22,595,236.08
