switch_e,switch_c,host,connection,interval,link,hop,time,avgSentMsg,avgSentByte,secMaxSendMsg,secMaxSendByte,avgRecvMsg,avgRecvByte,secMaxRecvMsg,secMaxRecvByte
2,28,10,8,7,39,30,75.2,109.69,20.92,305,58.38,172.31,130.22,391,193.09
2,32,18,78,0,51,34,47.8,479.12,94.37,810,166,694.83,186.1,1214,261.57
8,7,80,81,1,94,5.3,102.8,106.01,25.48,232,74.11,123.04,58.79,206,98.34
16,15,160,28,9,190,7.16,278.6,132.03,37.23,341,141.49,152.45,175.56,379,235.02
2,13,20,29,6,34,15,192.9,63.2,13.23,206,45.28,92.25,69.06,267,120.96
16,15,144,76,6,174,7.17,483.8,122.07,35.52,389,105.71,158.05,181.64,491,271.19
2,19,20,9,8,40,21,89.7,78.56,16.07,222,48.47,119.25,78.99,285,130.05
2,45,20,40,7,66,47,304.4,173.88,34.2,445,90.86,276.38,176.83,595,268.63
2,30,18,59,7,49,32,443.9,123.24,24.14,329,69.75,189.09,124.29,437,199.04
1,0,10,60,3,10,1,194.3,8.38,2.06,29,6.58,6.33,3.44,22,5.37
2,47,16,30,1,64,49,66.8,294.42,56.63,514,98.77,441.45,210.44,778,321.98
2,32,18,36,9,51,34,350.2,120.46,23.93,328,78.44,190.63,126.56,477,188.68
2,49,16,31,9,66,51,317,173.57,33.98,480,95.29,282.52,256.1,596,393.15
4,3,40,10,1,46,3.56,27.2,55.22,12.4,141,43.77,54.26,29.26,91,46.92
1,0,9,17,4,9,1,81.9,8.57,1.93,32,6.86,5.91,4.27,18,10.45
16,15,128,24,3,158,7.17,98.4,135.57,34.99,323,88.56,170.87,131.64,433,215.87
2,2,20,36,6,23,4,231.6,21.36,5.39,106,24.82,24.06,18.71,86,35.72
2,40,16,23,5,57,42,141.9,100.23,25.04,411,82.81,162.71,43.8,481,131.44
2,20,18,3,0,39,22,17.7,95.65,18.88,466,87.76,140.56,89.03,510,134.12
2,49,20,35,8,70,51,309.5,180.03,35.47,475,90.89,290.52,188.64,630,282.17
16,15,160,11,0,190,7.16,28,149.96,37.33,650,136.27,189.11,163.26,651,245.41
1,0,10,97,9,10,1,888.1,4.75,1.65,36,8.24,4.46,3.88,26,9.41
4,3,40,41,5,46,3.56,222.3,33.68,9.52,148,46.45,39.23,37.68,86,60.74
2,1,20,14,8,22,2.05,126.6,15.24,4.36,110,24.24,16,15.77,55,27.57
2,29,18,43,1,48,31,69.7,227.12,43.94,352,75.46,329.68,106.77,557,206.21
